"","X","Case.No.","Claimant.s.","Respondent.s.","Status","claimants","outcome","registered","bit","instrument","claim_id","reg_year","out_year","bit_claim","nafta_claim","other_claim","claimants_nat","resp_state_comp","respondents_nat","host","source"
"435",491,"ARB/97/8","Compagnie Française pour le Développement des Fibres Textiles","Côte d'Ivoire","Concluded","Compagnie Française pour le Développement des Fibres Textiles  (French)","Award embodying the parties' settlement agreement rendered on April 4, 2000.","November 4, 1997","","Contract",48,1997,2000,0,0,1,"French",0,"Côte d'Ivoire","CIV","FRA"
"436",492,"ARB/97/7","Emilio Agustín Maffezini","Kingdom of Spain","Concluded","Emilio Agustín Maffezini  (Argentine)","Award rendered on November 13, 2000. ","October 30, 1997","BIT Spain - Argentina 1991","",47,1997,2000,1,0,0,"Argentina",0,"Kingdom of Spain","ESP","ARG"
"437",493,"ARB/97/6","Lanco International, Inc.","Argentine Republic","Concluded","Lanco International,  Inc. (U.S.)","Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal on October 17, 2000 pursuant to Arbitration Rule 44). ","October 14, 1997","BIT United States of America - Argentina 1991","",46,1997,2000,1,0,0,"U.S.",0,"Argentine Republic","ARG","USA"
"438",496,"ARB(AF)/97/2","Robert Azinian and others","United Mexican States","Concluded","Robert Azinian (U.S.), Ellen Baca (U.S.), Kenneth Davitian (U.S.)","Award rendered on November 1, 1999.","March 24, 1997","","Contract, NAFTA (North American Free Trade Agreement)",43,1997,1999,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"439",497,"ARB/97/3","Compañía de Aguas del Aconquija S.A. and Vivendi Universal S.A.","Argentine Republic","Concluded","Compañía de Aguas del Aconquija S.A.  (Argentine), Vivendi Universal S.A. (French)","Award rendered on November 21, 2000. ","February 19, 1997","BIT France - Argentina 1991, ","Contract",42,1997,2000,1,0,0,"French",0,"Argentine Republic","ARG","FRA"
"440",498,"ARB/97/2","Société Kufpec (Congo) Limited","Republic of Congo","Concluded","Société Kufpec (Congo) Limited  (British, Kuwaiti)","Proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Secretary-General on September 8, 1997 pursuant to Arbitration Rule 44). ","January 29, 1997","","Other",41,1997,1997,0,0,1,"British",0,"Republic of Congo","COG","GBR"
"441",499,"ARB/97/1","Société d'Investigation de Recherche et d'Exploitation Minière","Burkina Faso","Concluded","Société d'Investigation de Recherche et d'Exploitation Minière (French)","Award rendered on January 19, 2000. ","January 27, 1997","","Other",40,1997,2000,0,0,1,"French",0,"Burkina Faso","BFA","FRA"
"442",500,"ARB(AF)/97/1","Metalclad Corporation","United Mexican States","Concluded","Metalclad Corporation  (U.S.)","Award rendered on August 30, 2000. ","January 13, 1997","","NAFTA (North American Free Trade Agreement)",39,1997,2000,0,1,0,"U.S.",0,"United Mexican States","MEX","USA"
"443",501,"ARB/96/3","Fedax N.V.","Republic of Venezuela","Concluded","Fedax N.V. (Dutch)","Award rendered on March 9, 1998.","June 26, 1996","BIT Netherlands - Venezuela,  Republica Bolivariana de 1991","",38,1996,1998,1,0,0,"Dutch",0,"Republic of Venezuela","VEN","NLD"
"444",502,"ARB/96/2","Misima Mines Pty. Ltd.","Independent State of Papua New Guinea","Concluded","Misima Mines Pty. Ltd.  (Australian)","The Tribunal issues an order taking note of the discontinuance of the proceeding on May 14, 2001 pursuant to Arbitration Rule 44.","April 29, 1996","","Other",37,1996,2001,0,0,1,"Australian",0,"Independent State of Papua New Guinea","PNG","AUS"
"445",504,"ARB/95/3","Antoine Goetz and others","Republic of Burundi","Concluded","Antoine Goetz  (Belgian), Theresia Pooters  (Belgian), Sandra Weyler (Belgian), Alain Goetz  (Belgian), Sylvain Goetz (Belgian), Sven Goetz (Belgian)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on February 10, 1999, pursuant to ICSID Arbitration Rule 43(2)).","December 18, 1995","BIT Belgium-Luxembourg - Burundi 1989","",35,1995,1999,1,0,0,"Belgian",0,"Republic of Burundi","BDI","BEL"
"446",506,"ARB/95/1","Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A.","Republic of Albania","Concluded","Leaf Tobacco A. Michaelides S.A. (Greek), Greek-Albanian Leaf Tobacco & Co. S.A. (Greek)","Following a settlement agreed by the parties, the proceeding discontinued at the request of the Claimants (Order of the Secretary-General taking note of the discontinuance issued on January 30, 1997 pursuant to Arbitration Rule 44). ","April 27, 1995","BIT Greece - Albania 1991","",33,1995,NA,1,0,0,"Greek",0,"Republic of Albania","ALB","GRC"
"447",507,"ARB/94/2","Tradex Hellas S.A.","Republic of Albania","Concluded","Tradex Hellas S.A. (Greek)","Award rendered on April 29, 1999.","December 8, 1994","BIT Greece - Albania 1991, ","Investment Law - Albania (1993)",32,1994,1999,1,0,0,"Greek",0,"Republic of Albania","ALB","GRC"
"448",508,"CONC/94/1","SEDITEX Engineering Beratungsgesellschaft für dieTextilindustrie m.b.H.","Madagascar","Concluded","SEDITEX Engineering Beratungsgesellschaft für dieTextilindustrie m.b.H. (German)","Report of the Commission issued on July 19, 1996. ","June 13, 1994","","Contract",31,1994,1996,0,0,1,"German",0,"Madagascar","MDG","DEU"
"449",509,"ARB/94/1","Philippe Gruslin","Malaysia","Concluded","Philippe Gruslin  (Belgian)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on April 24, 1996 pursuant to Arbitration Rule 43(1)). ","January 13, 1994","BIT Belgium-Luxembourg - Malaysia 1979","",30,1994,1996,1,0,0,"Belgian",0,"Malaysia","MYS","BEL"
"450",510,"ARB/93/1","American Manufacturing & Trading, Inc.","Democratic Republic of the Congo","Concluded","American Manufacturing & Trading,  Inc. (U.S.)","Award rendered on February 21, 1997.","February 2, 1993","BIT Zaire - United States of America 1984","",29,1993,1997,1,0,0,"U.S.",0,"Democratic Republic of the Congo","ZAR","USA"
"451",511,"ARB/92/2","Scimitar Exploration Limited","Bangladesh and Bangladesh Oil, Gas and Mineral Corporation","Concluded","Scimitar Exploration Limited  (British)","Award declining jurisdiction over the dispute rendered on May 4, 1994.","November 3, 1992","","",28,1992,1994,0,0,1,"British",0,"Bangladesh","BGD","GBR"
"452",513,"ARB/89/1","Manufacturers Hanover Trust Company","Arab Republic of Egypt and General Authority for Investment and Free Zones","Concluded","Manufacturers Hanover Trust Company  (U.S.)","Settlement agreed by the Claimant and one of the Respondents and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on June 24, 1993 pursuant to Arbitration Rule 44). ","June 15, 1989","","Investment Law - Egypt",26,1989,1993,0,0,1,"U.S.",0,"Egypt","EGY","USA"
"453",514,"ARB/87/4","Occidental of Pakistan, Inc.","Islamic Republic of Pakistan","Concluded","Occidental of Pakistan,  Inc. (U.S.)","Settlement agreed by the parties and proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal on January 27, 1989 pursuant to Arbitration Rule 44). ","October 7, 1987","","Contract",25,1987,1989,0,0,1,"U.S.",0,"Islamic Republic of Pakistan","PAK","USA"
"454",515,"ARB/87/3","Asian Agricultural Products Limited","Democratic Socialist Republic of Sri Lanka","Concluded","Asian Agricultural Products Limited  (British)","Award rendered on June 27, 1990; attached to the Award is a Dissenting Opinion by arbitrator Samuel K.B. Asante.","July 20, 1987","BIT United Kingdom of Great Britain and Northern Ireland - Sri Lanka 1980","",24,1987,1990,1,0,0,"British",0,"Democratic Socialist Republic of Sri Lanka","LKA","GBR"
"455",516,"ARB/87/2","Mobil Oil Corporation and others","New Zealand","Concluded","Mobil Oil Corporation (U.S.), Mobil Oil New Zealand Ltd. (New Zealand), Mobil Petroleum Inc. (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on November 26, 1990 pursuant to Arbitration Rule 43(1)).","April 15, 1987","","Contract",23,1987,1990,0,0,1,"U.S.",0,"New Zealand","NZL","USA"
"456",518,"ARB/86/1","Ghaith R. Pharaon","Republic of Tunisia","Concluded","Ghaith R. Pharaon  (Saudi Arabian)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on November 21, 1988 pursuant to Arbitration Rule 43 (1)). ","September 24, 1986","","Contract, Investment Law - Tunisia (1969)",21,1986,1988,0,0,1,"Saudi Arabian",0,"Republic of Tunisia","TUN","SAU"
"457",519,"ARB/84/4","Maritime International Nominees Establishment","Republic of Guinea","Concluded","Maritime International Nominees Establishment  (Swiss)","Award rendered on January 6, 1988.","September 18, 1984","","Contract",20,1984,1988,0,0,1,"Switzerland",0,"Republic of Guinea","GIN","CHE"
"458",520,"ARB/84/3","Southern Pacific Properties (Middle East) Limited","Arab Republic of Egypt","Concluded","Southern Pacific Properties (Middle East) Limited  (British, Hong Kong)","Award rendered on May 20, 1992; attached to the Award is a Dissenting Opinion by one of the arbitrators.","August 28, 1984","","Investment Law - Egypt",19,1984,1992,0,0,1,"British",0,"Arab Republic of Egypt","EGY","GBR"
"459",521,"ARB/84/2","Colt Industries Operating Corporation","Republic of Korea","Concluded","Colt Industries Operating Corporation  (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on August 3, 1990 pursuant to Arbitration Rule 43(1)). ","February 21, 1984","","Contract",18,1984,1990,0,0,1,"U.S.",0,"Republic of Korea","KOR","USA"
"460",522,"ARB/84/1","Atlantic Triton Company Limited","People's Revolutionary Republic of Guinea","Concluded","Atlantic Triton Company Limited  (Norwegian)","Award rendered by the Tribunal on April 21, 1986.","January 19, 1984","","Contract",17,1984,1986,0,0,1,"Norwegian",0,"People's Revolutionary Republic of Guinea","GIN","NOR"
"461",523,"CONC/83/1","Tesoro Petroleum Corporation","Trinidad and Tobago","Concluded","Tesoro Petroleum Corporation (U.S.)","Settlement agreed by the parties and proceeding closed (Report of the Conciliation Commission issued on November 27, 1985 pursuant to Conciliation Rule 33). ","August 26, 1983","","Contract",16,1983,1985,0,0,1,"U.S.",0,"Trinidad and Tobago","TTO","USA"
"462",525,"ARB/83/1","Swiss Aluminium Limited and Icelandic Aluminium Company Limited","Iceland","Concluded","Icelandic Aluminium Company Limited  (Icelandic), Swiss Aluminium Limited (Swiss)","Settlement agreed by the parties and proceeding discontinued at their request (Order of the Secretary-General taking note of the discontinuance issued on March 6, 1985 pursuant to Arbitration Rule 43(1)).","June 16, 1983","","Contract",14,1983,1985,0,0,1,"Switzerland",0,"Iceland","ISL","CHE"
"463",527,"CONC/82/1","SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H.","Democratic Republic of Madagascar","Concluded","SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H. (German)","Settlement agreed by the parties and proceeding closed on June 20, 1983 before the constitution of a Commission. ","October 5, 1982","","Contract",12,1982,1983,0,0,1,"German",0,"Democratic Republic of Madagascar","MDG","DEU"
"464",528,"ARB/81/2","Klöckner Industrie-Anlagen GmbH and others","United Republic of Cameroon and Société Camerounaise des Engrais","Concluded","Klöckner Belge S.A. (Belgian), Klöckner Handelsmaatschappij B.V. (Dutch), Klöckner Industrie-Anlagen GmbH (German)","Award rendered on October 21, 1983; attached to the Award is a Dissenting Opinion by arbitrator Dominique Schmidt.","April 14, 1981","","Contract",11,1981,1983,0,0,1,"Belgian",0,"Cameroon","CMR","BEL"
"465",528,"ARB/81/2","Klöckner Industrie-Anlagen GmbH and others","United Republic of Cameroon and Société Camerounaise des Engrais","Concluded","Klöckner Belge S.A. (Belgian), Klöckner Handelsmaatschappij B.V. (Dutch), Klöckner Industrie-Anlagen GmbH (German)","Award rendered on October 21, 1983; attached to the Award is a Dissenting Opinion by arbitrator Dominique Schmidt.","April 14, 1981","","Contract",11,1981,1983,0,0,1,"Dutch",0,"Cameroon","CMR","NLD"
"466",528,"ARB/81/2","Klöckner Industrie-Anlagen GmbH and others","United Republic of Cameroon and Société Camerounaise des Engrais","Concluded","Klöckner Belge S.A. (Belgian), Klöckner Handelsmaatschappij B.V. (Dutch), Klöckner Industrie-Anlagen GmbH (German)","Award rendered on October 21, 1983; attached to the Award is a Dissenting Opinion by arbitrator Dominique Schmidt.","April 14, 1981","","Contract",11,1981,1983,0,0,1,"German",0,"Cameroon","CMR","DEU"
"467",529,"ARB/81/1","Amco Asia Corporation and others","Republic of Indonesia","Concluded","Amco Asia Corporation (U.S.), Pan American Development Limited (British), P.T. Amco (Indonesian)","Award rendered on November 20, 1984.","February 27, 1981","","Contract",10,1981,1984,0,0,1,"U.S.",0,"Republic of Indonesia","IDN","USA"
"468",529,"ARB/81/1","Amco Asia Corporation and others","Republic of Indonesia","Concluded","Amco Asia Corporation (U.S.), Pan American Development Limited (British), P.T. Amco (Indonesian)","Award rendered on November 20, 1984.","February 27, 1981","","Contract",10,1981,1984,0,0,1,"British",0,"Republic of Indonesia","IDN","GBR"
"469",529,"ARB/81/1","Amco Asia Corporation and others","Republic of Indonesia","Concluded","Amco Asia Corporation (U.S.), Pan American Development Limited (British), P.T. Amco (Indonesian)","Award rendered on November 20, 1984.","February 27, 1981","","Contract",10,1981,1984,0,0,1,"Indonesian",0,"Republic of Indonesia","IDN","IND"
"470",530,"ARB/78/1","Guadalupe Gas Products Corporation","Nigeria","Concluded","Guadalupe Gas Products Corporation (U.S.)","Settlement agreed by the parties and settlement recorded at their request in the form of an award (Award embodying the parties' settlement agreement rendered on July 22, 1980, pursuant to Arbitration Rule 43(2)).","March 20, 1978","","Contract",9,1978,1980,0,0,1,"U.S.",0,"Nigeria","NGA","USA"
"471",531,"ARB/77/2","S.A.R.L. Benvenuti & Bonfant","People's Republic of the Congo","Concluded","S.A.R.L. Benvenuti & Bonfant (Italian)","Award rendered on August 8, 1980.","December 15, 1977","","Contract",8,1977,1980,0,0,1,"Italian",0,"People's Republic of the Congo","COG","ITA"
"472",532,"ARB/77/1","AGIP S.p.A.","People's Republic of the Congo","Concluded","AGIP S.p.A. (Italian)","Award rendered on November 30, 1979.","November 4, 1977","","Contract",7,1977,1979,0,0,1,"Italian",0,"People's Republic of the Congo","COG","ITA"
"473",537,"ARB/74/1","Adriano Gardella S.p.A.","Côte d'Ivoire","Concluded","Adriano Gardella S.p.A.  (Italian)","Award rendered on August 29, 1977.","March 6, 1974","","Contract",2,1974,1977,0,0,1,"Italian",0,"Côte d'Ivoire","CIV","ITA"
"474",538,"ARB/72/1","Holiday Inns S.A. and others","Morocco","Concluded","Holiday Inns S.A.  (Swiss), Occidental Petroleum Corporation (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on October 17, 1978 pursuant to Arbitration Rule 43(1)).  ","January 13, 1972","","Contract",1,1972,1978,0,0,1,"Switzerland",0,"Morocco","MAR","CHE"
"475",538,"ARB/72/1","Holiday Inns S.A. and others","Morocco","Concluded","Holiday Inns S.A.  (Swiss), Occidental Petroleum Corporation (U.S.)","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on October 17, 1978 pursuant to Arbitration Rule 43(1)).  ","January 13, 1972","","Contract",1,1972,1978,0,0,1,"U.S.",0,"Morocco","MAR","USA"
